molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,sd_pchembl,n_measurements,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name,inchi_key
CHEMBL386630,TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,600.0,nM,6.22,0.0000,1,CHEMBL664583,Inhibition of human placental aromatase Cytochrome P450 19A1,B,CHEMBL1122309,J Med Chem,1983,CHEMBL1978,Aromatase,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Ki,=,1347.0000,nM,5.97,0.3016,10,CHEMBL666405,Inhibitory constant (Ki) for Cytochrome P450 19A1,B,CHEMBL1123108,J Med Chem,1985,CHEMBL1978,Aromatase,ROBVIMPUHSLWNV-UHFFFAOYSA-N
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,5400.0000,nM,5.59,0.6409,3,CHEMBL666405,Inhibitory constant (Ki) for Cytochrome P450 19A1,B,CHEMBL1123108,J Med Chem,1985,CHEMBL1978,Aromatase,QXKJWHWUDVQATH-UHFFFAOYSA-N
CHEMBL1630273,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,800.0,nM,6.10,0.0000,1,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,HGXZNIOSVPOXRE-ZEHJPDPISA-N
CHEMBL1630261,,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,6.0000,nM,8.22,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UPJODXGWEXHPEK-DQXCSHPPSA-N
CHEMBL1629805,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,10.4333,nM,8.01,0.1992,3,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UGCIHWZOIVCJGP-BGJMDTOESA-N
CHEMBL2112739,,CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,90.0000,nM,7.05,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,WJINZNWBMZDWPK-ZYVPZICASA-N
CHEMBL1630274,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,3.4000,nM,8.47,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,HGXZNIOSVPOXRE-HDOZPKFNSA-N
CHEMBL1629804,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,17.9000,nM,7.88,0.3626,6,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,MNOAOFLIFDRILH-QAGGRKNESA-N
CHEMBL39661,,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,Ki,=,300.0000,nM,6.62,0.4243,2,CHEMBL662249,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1123885,J Med Chem,1987,CHEMBL1978,Aromatase,OORIPAIYDLQOTG-UHFFFAOYSA-N
CHEMBL3349856,,C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,58.0,nM,7.24,0.0000,1,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UTCSOFZAESZNST-DQXCSHPPSA-N
CHEMBL1630267,,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,110.0,nM,6.96,0.0000,1,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,FITTWLFIFVRTBR-ZEHJPDPISA-N
CHEMBL3349864,,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,25.0000,nM,7.60,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UTCSOFZAESZNST-BMSLSITRSA-N
CHEMBL1629806,,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.5000,nM,7.80,0.1697,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UPJODXGWEXHPEK-BMSLSITRSA-N
CHEMBL1630266,,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,250.0,nM,6.60,0.0000,1,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,FITTWLFIFVRTBR-HDOZPKFNSA-N
CHEMBL2111917,,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,60.0,nM,7.22,0.0000,1,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,WJINZNWBMZDWPK-YBKKEEBTSA-N
CHEMBL1630911,,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,1000.0000,nM,6.00,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,VHEGBHRCHSDJHJ-BGJMDTOESA-N
CHEMBL2311169,,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,120.0000,nM,6.92,0.0000,2,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,AFGDPPHTYUQKOF-QAGGRKNESA-N
CHEMBL38472,,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,145.0000,nM,6.88,0.2475,2,CHEMBL662249,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1123885,J Med Chem,1987,CHEMBL1978,Aromatase,MXNNUYDUWHPTRU-UHFFFAOYSA-N
CHEMBL98463,,CC12CCC3C(C1CCC2=O)[C@H](Cc1ccccc1)CC1=CC(=O)CCC13C,Ki,=,18.9,nM,7.72,0.0000,1,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,HQCZIACCVMWDJB-XJJBKHASSA-N
CHEMBL99204,,CC12CCC3C(C1CCC2=O)[C@H](CCc1ccccc1)CC1=CC(=O)CCC13C,Ki,=,13.1,nM,7.88,0.0000,1,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,WFSMLUZTOHJLKX-FTBJKECHSA-N
CHEMBL3349657,,C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.5000,nM,7.78,0.0000,2,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,YGTKDYTYEJUJDJ-UELGWYSCSA-N
CHEMBL3349655,,C[C@]12CCC(=O)C=C1C[C@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,38.1000,nM,7.42,0.0283,2,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,WFSMLUZTOHJLKX-HXTWUXIJSA-N
CHEMBL3349658,,C[C@]12CC[C@H]3[C@@H]([C@H](Cc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,37.7500,nM,7.42,0.0283,2,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,HMEDDHFFBWFEGG-XGPYINPKSA-N
CHEMBL3349656,,C[C@]12CCC(=O)C=C1C[C@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,40.2500,nM,7.39,0.0636,2,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,HQCZIACCVMWDJB-QUIBULTISA-N
CHEMBL3349659,,C[C@]12CC[C@H]3[C@@H]([C@H](CCc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,36.0000,nM,7.44,0.0000,2,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,PFTHDRWWQWGYOW-RQYVQDPVSA-N
CHEMBL3245357,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,18.0000,nM,7.75,0.0000,3,CHEMBL662244,Apparent binding affinity for human placental Cytochrome P450 19A1,B,CHEMBL1128481,J Med Chem,1995,CHEMBL1978,Aromatase,OFMCSMLOQKMMIX-RGJWXQDMSA-N
CHEMBL3349548,,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,9.9500,nM,8.00,0.0000,2,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1149926,Bioorg Med Chem Lett,1995,CHEMBL1978,Aromatase,LJFZXLQZUJKMRI-RGJWXQDMSA-N
CHEMBL2105261,PLOMESTANE,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,8.4667,nM,8.14,0.2957,3,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1124665,J Med Chem,1989,CHEMBL1978,Aromatase,JKPDEYAOCSQBSZ-OEUJLIAZSA-N
CHEMBL298172,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CBr)C1CCC2=O,Ki,=,578.5000,nM,6.76,1.1455,2,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,XCYXYAOVXGECBM-SMJWDEPKSA-N
CHEMBL1571,TESTOLACTONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,Ki,=,35000.0,nM,4.46,0.0000,1,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1124665,J Med Chem,1989,CHEMBL1978,Aromatase,BPEWUONYVDABNZ-DZBHQSCQSA-N
CHEMBL48160,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CCl)C1CCC2=O,Ki,=,63.0,nM,7.20,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,KCWRWKGGJCNOJN-SMJWDEPKSA-N
CHEMBL113739,,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,Ki,=,65.8,nM,7.18,0.0000,1,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1130177,J Med Chem,1997,CHEMBL1978,Aromatase,ZDNIEANTSDNRKV-QYNFTHNESA-N
CHEMBL300921,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5CC[C@]43C5)C1CCC2=O,Ki,=,70.0,nM,7.16,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,DNMLJXFJYBCOPD-ADNJVOOBSA-N
CHEMBL113121,,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,Ki,=,37.0,nM,7.43,0.0000,1,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1130177,J Med Chem,1997,CHEMBL1978,Aromatase,GFGIGWKDEBZVMT-XVYLWALFSA-N
CHEMBL297073,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5C[C@@H](O)[C@]43C5)C1CCC2=O,Ki,=,870.0,nM,6.06,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,NRJKYXRMAZMEOT-PVGIFFGCSA-N
CHEMBL3349549,,C[C@]12CCC(=O)C=C1C[C@@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,14.8000,nM,7.83,0.0707,2,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1149926,Bioorg Med Chem Lett,1995,CHEMBL1978,Aromatase,WFSMLUZTOHJLKX-AYEIPMSGSA-N
CHEMBL113082,,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,Ki,=,10.0,nM,8.00,0.0000,1,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1130177,J Med Chem,1997,CHEMBL1978,Aromatase,GFGIGWKDEBZVMT-XTORZRHISA-N
CHEMBL48460,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CI)C1CCC2=O,Ki,=,11.0,nM,7.96,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,FLPJFBVKUMSCOB-SMJWDEPKSA-N
CHEMBL3349550,,C[C@]12CCC(=O)C=C1C[C@@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.0000,nM,7.80,0.1131,2,CHEMBL649362,Inhibition of aromatase cytochrome P450 19A1,B,CHEMBL1149926,Bioorg Med Chem Lett,1995,CHEMBL1978,Aromatase,HQCZIACCVMWDJB-WVSGMKLRSA-N
CHEMBL416282,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(=O)CBr)C1CCC2=O,Ki,=,190.0,nM,6.72,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,AGHFYYSPGSRXOM-IETUKNSDSA-N
CHEMBL304515,,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCCC2=O,Ki,=,10.2,nM,7.99,0.0000,1,CHEMBL664413,In vitro inhibition of Cytochrome P450 19A1,B,CHEMBL1124665,J Med Chem,1989,CHEMBL1978,Aromatase,DVVYOMPMEOUSAP-UHFFFAOYSA-N
CHEMBL296617,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5C[C@H](O)[C@]43C5)C1CCC2=O,Ki,=,926.0,nM,6.03,0.0000,1,CHEMBL663783,Inhibition of binding to human Placental Cytochrome P450 19A1,B,CHEMBL1125704,J Med Chem,1991,CHEMBL1978,Aromatase,NRJKYXRMAZMEOT-FTKHWQABSA-N
CHEMBL109211,,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,Ki,=,47.6,nM,7.32,0.0000,1,CHEMBL660322,Binding affinity for human placental microsome Cytochrome P450 19A1 by nonlinear regression analysis,B,CHEMBL1130177,J Med Chem,1997,CHEMBL1978,Aromatase,ZDNIEANTSDNRKV-OYIOTATGSA-N
CHEMBL26093,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]43C3CO3)C1CCC2=O,Ki,=,7.0000,nM,8.15,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,JJEROASYJCSDIU-AKYADPKGSA-N
CHEMBL2113269,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CO3)[C@@H]1CCC2=O,Ki,=,86.0000,nM,7.07,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,UJIMEQLZIHUANY-JPRZGNOKSA-N
CHEMBL281433,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]43C3CS3)C1CCC2=O,Ki,=,1.0000,nM,9.00,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,ZSIYAFPOXRGFRA-AKYADPKGSA-N
CHEMBL2113268,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CO3)[C@@H]1CCC2=O,Ki,=,753.0000,nM,6.12,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,UJIMEQLZIHUANY-MIBLLKTRSA-N
CHEMBL305220,,Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,13.0,nM,7.89,0.0000,1,CHEMBL664420,Binding affinity for Cytochrome P450 19A1,B,CHEMBL1127068,J Med Chem,1993,CHEMBL1978,Aromatase,VYNIUBZKEWJOJP-IFMALSPDSA-N
CHEMBL2113276,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@@H]3CS3)[C@@H]1CCC2=O,Ki,=,206.0000,nM,6.69,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,GUKQEUWOWNEIPA-MIBLLKTRSA-N
CHEMBL70611,AZALANSTAT,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,Ki,=,7.6,nM,8.12,0.0000,1,CHEMBL664420,Binding affinity for Cytochrome P450 19A1,B,CHEMBL1127068,J Med Chem,1993,CHEMBL1978,Aromatase,VYNIUBZKEWJOJP-UNMCSNQZSA-N
CHEMBL282580,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C3CS3)C1CCC2=O,Ki,=,75.0000,nM,7.12,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,ZSIYAFPOXRGFRA-SMJWDEPKSA-N
CHEMBL2113272,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C[C@H]3CS3)[C@@H]1CCC2=O,Ki,=,22.0000,nM,7.66,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,GUKQEUWOWNEIPA-JPRZGNOKSA-N
CHEMBL28806,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C3CO3)C1CCC2=O,Ki,=,75.0000,nM,7.12,0.0000,2,CHEMBL664584,Inhibition of human placental Cytochrome P450 19A1,B,CHEMBL1125662,J Med Chem,1991,CHEMBL1978,Aromatase,JJEROASYJCSDIU-SMJWDEPKSA-N
CHEMBL309656,,CC(=O)OCC12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,Ki,=,289.0,nM,6.54,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,QLZOSNWYWZNEJT-UHFFFAOYSA-N
CHEMBL83835,,CC12CCC3C(CCC4=CCCCC43C(F)F)C1CCC2=O,Ki,=,443.0,nM,6.35,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,KMFWEHJTLFYKGK-UHFFFAOYSA-N
CHEMBL81134,,CC12CCC3C(CCC4=CCCCC43C)C1C[C@H](Br)C2=O,Ki,=,455.0,nM,6.34,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,GSOJBPSBUAABDR-UKWBUSNESA-N
CHEMBL82981,,C#CC(O)C12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,Ki,=,7750.0,nM,5.11,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,PNYTVFWLOYBJNO-UHFFFAOYSA-N
CHEMBL440691,,CC12CCC3C(CCC4=CCCCC43CO)C1CCC2O,Ki,=,170.0,nM,6.77,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,WEXKAORQQXRDCM-UHFFFAOYSA-N
CHEMBL83422,,CC12CCC3C(CCC4=CCCCC43C)C1C[C@@H](Br)C2=O,Ki,=,228.0,nM,6.64,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,GSOJBPSBUAABDR-GFJUSKSSSA-N
CHEMBL439950,,CC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,Ki,=,830.0,nM,6.08,0.0000,1,CHEMBL664889,Binding affinity for human placental microsome cytochrome P450 19A1 with 1 uM [1-beta-3H]-androstenedione,B,CHEMBL1125884,J Med Chem,1991,CHEMBL1978,Aromatase,PTPHNYFLJRHMHK-UHFFFAOYSA-N
CHEMBL307006,,CCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,44.0,nM,7.36,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,PFMMKGGPOLDMEE-XRMCMGSZSA-N
CHEMBL73367,,C[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,0.14,nM,9.85,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,SNJUIXSSEIVANC-UBUPRVBRSA-N
CHEMBL305630,,CCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,400.0,nM,6.40,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,XMTVISLAECGBLA-ABKQQUAMSA-N
CHEMBL70317,,CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,51.0,nM,7.29,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,FACSJNDEAKXXDF-CSUYMXGQSA-N
CHEMBL307690,,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,43.0,nM,7.37,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,LEIWUALXUKRPTD-ORKKWDGISA-N
CHEMBL73279,,CC12CCCC=C1CCC1C2CCC2(C)C1CC[C@@H]2O,Ki,=,0.045,nM,10.35,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,PTPHNYFLJRHMHK-YDJBNQETSA-N
CHEMBL69891,,CCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,2.9,nM,8.54,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,QPWLPAJYJGUKSR-ABHVLBICSA-N
CHEMBL307643,,CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,Ki,=,21.0,nM,7.68,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,UPJODXGWEXHPEK-GXXLBWDJSA-N
CHEMBL310735,,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,3.1,nM,8.51,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,SPQYFKZBWJXPTC-VBDFFWHESA-N
CHEMBL308537,,CO[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,12.0,nM,7.92,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,BBWNGNWLDMFXAW-WJDGRSQVSA-N
CHEMBL307581,,CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,12.0,nM,7.92,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,BBWNGNWLDMFXAW-SKQDGYSZSA-N
